opportunity_key,vertical,use_case_id,technology_id,market_size_status,europe_low_eur,europe_central_eur,europe_high_eur,countries_covered,countries_expected,coverage_ratio,coverage_status,nace_component_coverage_ratio,nace_component_coverage_status,blocking_reasons,public_employment_persons,general_public_services_expenditure_eur,defence_expenditure_eur,linked_ted_notice_count,nace_codes,denominator_method,vertical_mapping_status,vertical_mapping_quality,vertical_statistical_scope,vertical_mapping_limitation,technology_proxy,technology_mapping_status
Defense|compliance-monitoring|machine-learning,Defense,compliance-monitoring,machine-learning,pending_or_unavailable,,,,22,29,0.7586206896551724,partial,0.7586206896551724,partial,blocked_annual_value_not_approved,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",ai,mapped_proxy
Defense|energy-optimization|digital-twin,Defense,energy-optimization,digital-twin,pending_or_unavailable,,,,22,29,0.7586206896551724,partial,0.7586206896551724,partial,blocked_annual_value_not_approved,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",cloud,mapped_proxy
Defense|environmental-emissions-monitoring|cloud-data-platform,Defense,environmental-emissions-monitoring,cloud-data-platform,pending_or_unavailable,,,,22,29,0.7586206896551724,partial,0.7586206896551724,partial,blocked_annual_value_not_approved,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",cloud,mapped_proxy
Defense|environmental-emissions-monitoring|iot-platforms,Defense,environmental-emissions-monitoring,iot-platforms,pending_or_unavailable,,,,22,29,0.7586206896551724,partial,0.7586206896551724,partial,blocked_annual_value_not_approved,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",iot,mapped_proxy
Defense|fraud-detection|computer-vision,Defense,fraud-detection,computer-vision,pending_or_unavailable,,,,22,29,0.7586206896551724,partial,0.7586206896551724,partial,blocked_annual_value_not_approved,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",ai,mapped_proxy
Defense|it-operations-automation|cybersecurity-platform,Defense,it-operations-automation,cybersecurity-platform,pending_or_unavailable,,,,22,29,0.7586206896551724,partial,0.7586206896551724,partial,blocked_annual_value_not_approved,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",cybersecurity,mapped_proxy
Defense|kyc-aml-automation|blockchain-distributed-ledger,Defense,kyc-aml-automation,blockchain-distributed-ledger,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_technology_proxy_gap,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",,no_defensible_available_ict_proxy
Defense|network-optimization|cybersecurity-platform,Defense,network-optimization,cybersecurity-platform,pending_or_unavailable,,,,22,29,0.7586206896551724,partial,0.7586206896551724,partial,blocked_annual_value_not_approved,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",cybersecurity,mapped_proxy
Defense|route-optimization|machine-learning,Defense,route-optimization,machine-learning,pending_or_unavailable,,,,22,29,0.7586206896551724,partial,0.7586206896551724,partial,blocked_annual_value_not_approved,,,,0,['C254'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of weapons and ammunition,"A narrow industrial proxy; it excludes armed forces, most defense services, aerospace defense and dual-use suppliers.",ai,mapped_proxy
Energy|anomaly-detection|cybersecurity-platform,Energy,anomaly-detection,cybersecurity-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",cybersecurity,mapped_proxy
Energy|automated-inspection-defect-detection|industrial-robotics,Energy,automated-inspection-defect-detection,industrial-robotics,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",iot,mapped_proxy
Energy|compliance-monitoring|cybersecurity-platform,Energy,compliance-monitoring,cybersecurity-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",cybersecurity,mapped_proxy
Energy|energy-optimization|blockchain-distributed-ledger,Energy,energy-optimization,blockchain-distributed-ledger,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_technology_proxy_gap,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",,no_defensible_available_ict_proxy
Energy|energy-optimization|cloud-data-platform,Energy,energy-optimization,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",cloud,mapped_proxy
Energy|energy-optimization|digital-twin,Energy,energy-optimization,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",cloud,mapped_proxy
Energy|energy-optimization|iot-platforms,Energy,energy-optimization,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",iot,mapped_proxy
Energy|energy-optimization|machine-learning,Energy,energy-optimization,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",ai,mapped_proxy
Energy|environmental-emissions-monitoring|cloud-data-platform,Energy,environmental-emissions-monitoring,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",cloud,mapped_proxy
Energy|network-optimization|iot-platforms,Energy,network-optimization,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",iot,mapped_proxy
Energy|predictive-maintenance|digital-twin,Energy,predictive-maintenance,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",cloud,mapped_proxy
Energy|predictive-maintenance|iot-platforms,Energy,predictive-maintenance,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",iot,mapped_proxy
Energy|route-optimization|machine-learning,Energy,route-optimization,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['D35'],sbs_enterprise_count,mapped,sector_proxy,"Electricity, gas, steam and air-conditioning supply","Does not include all extraction, fuel retail or energy-equipment manufacturing.",ai,mapped_proxy
"Finance, Banking, Insurance|anomaly-detection|iot-platforms","Finance, Banking, Insurance",anomaly-detection,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,iot,mapped_proxy
"Finance, Banking, Insurance|asset-tracking|digital-twin","Finance, Banking, Insurance",asset-tracking,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cloud,mapped_proxy
"Finance, Banking, Insurance|asset-tracking|iot-platforms","Finance, Banking, Insurance",asset-tracking,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,iot,mapped_proxy
"Finance, Banking, Insurance|automated-inspection-defect-detection|digital-twin","Finance, Banking, Insurance",automated-inspection-defect-detection,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cloud,mapped_proxy
"Finance, Banking, Insurance|business-forecasting|machine-learning","Finance, Banking, Insurance",business-forecasting,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy
"Finance, Banking, Insurance|compliance-monitoring|computer-vision","Finance, Banking, Insurance",compliance-monitoring,computer-vision,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy
"Finance, Banking, Insurance|compliance-monitoring|cybersecurity-platform","Finance, Banking, Insurance",compliance-monitoring,cybersecurity-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cybersecurity,mapped_proxy
"Finance, Banking, Insurance|compliance-monitoring|machine-learning","Finance, Banking, Insurance",compliance-monitoring,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy
"Finance, Banking, Insurance|energy-optimization|cloud-data-platform","Finance, Banking, Insurance",energy-optimization,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cloud,mapped_proxy
"Finance, Banking, Insurance|energy-optimization|digital-twin","Finance, Banking, Insurance",energy-optimization,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cloud,mapped_proxy
"Finance, Banking, Insurance|energy-optimization|iot-platforms","Finance, Banking, Insurance",energy-optimization,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,iot,mapped_proxy
"Finance, Banking, Insurance|fraud-detection|machine-learning","Finance, Banking, Insurance",fraud-detection,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy
"Finance, Banking, Insurance|kyc-aml-automation|blockchain-distributed-ledger","Finance, Banking, Insurance",kyc-aml-automation,blockchain-distributed-ledger,pending_or_unavailable,,,,0,29,0.0,no_country_data,0.0,no_component_data,blocked_technology_proxy_gap,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,,no_defensible_available_ict_proxy
"Finance, Banking, Insurance|kyc-aml-automation|cloud-data-platform","Finance, Banking, Insurance",kyc-aml-automation,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cloud,mapped_proxy
"Finance, Banking, Insurance|kyc-aml-automation|computer-vision","Finance, Banking, Insurance",kyc-aml-automation,computer-vision,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy
"Finance, Banking, Insurance|personalized-recommendations|machine-learning","Finance, Banking, Insurance",personalized-recommendations,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy
"Finance, Banking, Insurance|precision-agriculture|cloud-data-platform","Finance, Banking, Insurance",precision-agriculture,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cloud,mapped_proxy
"Finance, Banking, Insurance|risk-scoring|cloud-data-platform","Finance, Banking, Insurance",risk-scoring,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cloud,mapped_proxy
"Finance, Banking, Insurance|risk-scoring|cybersecurity-platform","Finance, Banking, Insurance",risk-scoring,cybersecurity-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,cybersecurity,mapped_proxy
"Finance, Banking, Insurance|risk-scoring|machine-learning","Finance, Banking, Insurance",risk-scoring,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['K'],sbs_enterprise_count,mapped,broad_sector_proxy,Financial and insurance activities,A broad financial-sector denominator; country coverage may vary in Structural Business Statistics.,ai,mapped_proxy
Healthcare|anomaly-detection|cybersecurity-platform,Healthcare,anomaly-detection,cybersecurity-platform,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",cybersecurity,mapped_proxy
Healthcare|asset-tracking|industrial-robotics,Healthcare,asset-tracking,industrial-robotics,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",iot,mapped_proxy
Healthcare|asset-tracking|iot-platforms,Healthcare,asset-tracking,iot-platforms,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",iot,mapped_proxy
Healthcare|automated-inspection-defect-detection|machine-learning,Healthcare,automated-inspection-defect-detection,machine-learning,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",ai,mapped_proxy
Healthcare|compliance-monitoring|cybersecurity-platform,Healthcare,compliance-monitoring,cybersecurity-platform,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",cybersecurity,mapped_proxy
Healthcare|compliance-monitoring|iot-platforms,Healthcare,compliance-monitoring,iot-platforms,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",iot,mapped_proxy
Healthcare|diagnostic-support|iot-platforms,Healthcare,diagnostic-support,iot-platforms,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",iot,mapped_proxy
Healthcare|diagnostic-support|machine-learning,Healthcare,diagnostic-support,machine-learning,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",ai,mapped_proxy
Healthcare|document-processing-extraction|machine-learning,Healthcare,document-processing-extraction,machine-learning,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",ai,mapped_proxy
Healthcare|environmental-emissions-monitoring|machine-learning,Healthcare,environmental-emissions-monitoring,machine-learning,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",ai,mapped_proxy
Healthcare|network-optimization|iot-platforms,Healthcare,network-optimization,iot-platforms,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",iot,mapped_proxy
Healthcare|personalized-recommendations|machine-learning,Healthcare,personalized-recommendations,machine-learning,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",ai,mapped_proxy
Healthcare|sentiment-analysis|natural-language-processing,Healthcare,sentiment-analysis,natural-language-processing,pending_or_unavailable,,,,24,29,0.8275862068965517,partial,0.8275862068965517,partial,blocked_annual_value_not_approved,,,,0,['Q86'],sbs_enterprise_count,mapped,sector_proxy,Human health activities,"Excludes residential care, social work, pharmaceuticals and some public-sector units outside the business population.",ai,mapped_proxy
Lifesciences|anomaly-detection|cybersecurity-platform,Lifesciences,anomaly-detection,cybersecurity-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C21'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Does not include the complete biotechnology, medical-device, research or healthcare ecosystem.",cybersecurity,mapped_proxy
Lifesciences|compliance-monitoring|iot-platforms,Lifesciences,compliance-monitoring,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C21'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Does not include the complete biotechnology, medical-device, research or healthcare ecosystem.",iot,mapped_proxy
Lifesciences|diagnostic-support|cloud-data-platform,Lifesciences,diagnostic-support,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C21'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Does not include the complete biotechnology, medical-device, research or healthcare ecosystem.",cloud,mapped_proxy
Lifesciences|diagnostic-support|machine-learning,Lifesciences,diagnostic-support,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C21'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Does not include the complete biotechnology, medical-device, research or healthcare ecosystem.",ai,mapped_proxy
Lifesciences|environmental-emissions-monitoring|iot-platforms,Lifesciences,environmental-emissions-monitoring,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C21'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Does not include the complete biotechnology, medical-device, research or healthcare ecosystem.",iot,mapped_proxy
Lifesciences|inventory-optimization|digital-twin,Lifesciences,inventory-optimization,digital-twin,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C21'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Does not include the complete biotechnology, medical-device, research or healthcare ecosystem.",cloud,mapped_proxy
Lifesciences|precision-agriculture|machine-learning,Lifesciences,precision-agriculture,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C21'],sbs_enterprise_count,mapped,narrow_proxy,Manufacture of basic pharmaceutical products and pharmaceutical preparations,"Does not include the complete biotechnology, medical-device, research or healthcare ecosystem.",ai,mapped_proxy
Manufacturing|anomaly-detection|cybersecurity-platform,Manufacturing,anomaly-detection,cybersecurity-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",cybersecurity,mapped_proxy
Manufacturing|asset-tracking|autonomous-vehicles-drones,Manufacturing,asset-tracking,autonomous-vehicles-drones,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",iot,mapped_proxy
Manufacturing|asset-tracking|machine-learning,Manufacturing,asset-tracking,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy
Manufacturing|automated-inspection-defect-detection|computer-vision,Manufacturing,automated-inspection-defect-detection,computer-vision,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy
Manufacturing|energy-optimization|iot-platforms,Manufacturing,energy-optimization,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",iot,mapped_proxy
Manufacturing|energy-optimization|machine-learning,Manufacturing,energy-optimization,machine-learning,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",ai,mapped_proxy
Manufacturing|environmental-emissions-monitoring|cloud-data-platform,Manufacturing,environmental-emissions-monitoring,cloud-data-platform,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",cloud,mapped_proxy
Manufacturing|environmental-emissions-monitoring|iot-platforms,Manufacturing,environmental-emissions-monitoring,iot-platforms,pending_or_unavailable,,,,25,29,0.8620689655172413,partial,0.8620689655172413,partial,blocked_annual_value_not_approved,,,,0,['C'],sbs_enterprise_count,mapped,direct_broad_sector,Manufacturing,"Includes Automotive, Aerospace, pharmaceutical and defense-manufacturing subsectors; never add those vertical totals to Manufacturing.",iot,mapped_proxy
